-3.182181156462917215e+00,1.966440828370777494e+00,1.000000000000000000e+00
2.454980249793297098e-01,1.287367138891509555e+00,2.000000000000000000e+00
4.805004776839003622e-01,7.852063710190027024e-01,2.000000000000000000e+00
3.380147845894776459e-01,-9.062108784698403863e-01,1.000000000000000000e+00
3.964523573946152069e-01,1.345380383245679878e+00,2.000000000000000000e+00
1.798731950541091473e-01,2.770022529702824698e-01,2.000000000000000000e+00
1.106773412420382963e+00,9.573595127863810950e-01,2.000000000000000000e+00
-1.668249106307008400e+00,-2.214012163508754405e+00,1.000000000000000000e+00
1.178377107521867639e+00,3.601428057368473823e+00,1.000000000000000000e+00
1.046011527360347859e+00,2.959515255331166550e+00,1.000000000000000000e+00
5.400739203923731191e-01,1.149309202809264407e+00,2.000000000000000000e+00
4.912810789771537290e-01,7.358991131757617321e-01,2.000000000000000000e+00
7.052790776230730696e-01,9.429952063081955549e-01,2.000000000000000000e+00
3.487198924457009852e+00,-1.887111894420654412e+00,1.000000000000000000e+00
5.551104037814251768e-01,8.032439194415800232e-01,2.000000000000000000e+00
-1.353489837991975753e+00,-1.606898957590157551e+00,1.000000000000000000e+00
1.083897668185088703e-01,1.004227267445825689e+00,2.000000000000000000e+00
2.725703330724283946e-01,1.322697042479299645e+00,1.000000000000000000e+00
-1.784943621123704638e+00,-1.604869365287578953e-01,1.000000000000000000e+00
8.140179114535179838e-01,4.942916904972832759e-01,2.000000000000000000e+00
1.173478053411665112e+00,1.211877433885997224e+00,1.000000000000000000e+00
1.355842510747433671e-01,5.746570092788216844e-01,2.000000000000000000e+00
-4.875385694496900957e-01,7.685864240179840490e-01,1.000000000000000000e+00
6.457162887835989906e-01,1.058842090199176411e+00,2.000000000000000000e+00
-1.478651054892262118e-01,8.244981964033544219e-01,1.000000000000000000e+00
-6.807950447081982936e-01,5.729812605628979982e-01,1.000000000000000000e+00
-1.103252633774444158e+00,-1.428631544473824011e-02,1.000000000000000000e+00
6.986077812552926591e-01,2.174859974453233313e+00,1.000000000000000000e+00
2.876018678861558264e-01,1.223943653480245031e+00,2.000000000000000000e+00
4.559776584593681625e-01,2.857265916460649091e+00,1.000000000000000000e+00
-1.664645068170371722e-01,1.021007416488162622e+00,2.000000000000000000e+00
1.068643351530858876e+00,8.793995055209711253e-01,2.000000000000000000e+00
4.455893146183770304e-02,9.773239897159418099e-01,2.000000000000000000e+00
4.185900142961295423e+00,1.310319503007980835e+00,1.000000000000000000e+00
1.606903070617526907e+00,3.458256571556106440e-02,1.000000000000000000e+00
-2.529497953799110466e+00,-8.754993759355822469e-01,1.000000000000000000e+00
-2.832969016272159080e-02,-4.207289982231550152e-01,1.000000000000000000e+00
-7.175416460327304069e-01,1.010854673862792819e+00,1.000000000000000000e+00
-1.864981567434633503e+00,1.770564669116869272e+00,1.000000000000000000e+00
8.304149368731374992e-01,1.002219661442257381e+00,2.000000000000000000e+00
4.022936971630615699e-01,9.379450609320966192e-01,2.000000000000000000e+00
3.884235769932024018e-01,1.156840895847231154e+00,2.000000000000000000e+00
4.939525711985371936e-01,5.938332544600775087e-01,2.000000000000000000e+00
-3.257700822636013793e+00,-1.599542896819127868e+00,1.000000000000000000e+00
5.693844298749480837e-01,1.305891385348979306e+00,2.000000000000000000e+00
2.788961913786817126e-01,-1.004328198121091642e+00,1.000000000000000000e+00
-6.828111586619323159e-01,-6.390894284500419076e-01,1.000000000000000000e+00
6.193834440934151697e-01,5.277948992390215643e-01,2.000000000000000000e+00
1.336165064538846203e-01,5.799856530291895851e-01,2.000000000000000000e+00
5.745237534602546381e-01,5.192084863552854923e-01,2.000000000000000000e+00
1.601399774450807056e+00,1.777622391051875694e-01,1.000000000000000000e+00
9.151390575700824037e-01,6.860919057381442698e-01,2.000000000000000000e+00
-4.550636811943258864e-01,7.953693432743441649e-01,1.000000000000000000e+00
-4.064951967189327497e+00,1.170759786899545074e-01,1.000000000000000000e+00
-4.472080694179230709e-01,1.135142426724493836e+00,1.000000000000000000e+00
3.207752311900412767e+00,1.911608325190023550e+00,1.000000000000000000e+00
9.583488402465103473e-01,1.108366087676614598e+00,2.000000000000000000e+00
8.684752984262591458e-01,1.465745026292363695e+00,2.000000000000000000e+00
5.956951238957362005e-01,5.974255006005999569e-01,2.000000000000000000e+00
4.961299169224439032e-01,1.442434837766505495e+00,2.000000000000000000e+00
-1.866248167474202080e-01,-1.153228624073793007e+00,1.000000000000000000e+00
-1.934664755556402715e+00,-2.307867830195698300e+00,1.000000000000000000e+00
1.352409754754745785e+00,1.327475965099454314e+00,1.000000000000000000e+00
2.113850284070836194e-01,1.358460461380291751e+00,2.000000000000000000e+00
-1.107548484507235864e+00,-1.951225231616434685e-01,1.000000000000000000e+00
8.173644961184916014e-01,7.706276913356463476e-01,2.000000000000000000e+00
7.485743229809009858e-01,8.541001994054852053e-01,2.000000000000000000e+00
-3.640077363139705202e+00,1.208890112883327816e+00,1.000000000000000000e+00
4.128582977185374148e+00,1.478984013998428937e+00,1.000000000000000000e+00
1.816077237189959656e-02,3.475651378957422821e+00,1.000000000000000000e+00
