X1,X2,X3,X4,X5,X6,X7,Class
3.3313088225968612,0.1993879303302104,0.5119298851909042,3.5463944241927456,3.50104645818904,-0.9885231204586586,1.424118548494956,4
4.923320090119013,1.714349425606978,-1.7335539729745775,3.9083662329202693,1.779802184357477,-0.9282485691096924,0.30756779703742787,0
3.480942754910253,0.47207246236463496,-1.566614584662906,4.244121533206882,0.010020415583128939,-2.8999887106753284,0.7068745690511615,0
1.2974073614037582,2.0258493091123264,5.609849186961677,1.7593044671831972,3.7959993094246607,4.919387431109203,0.5456262094198769,2
4.540690851557564,-1.0059792475386464,-3.846193362404499,4.729157072612566,2.7835938802132674,-1.1381153902945387,0.46731657687684236,0
-0.4244969857072216,1.523883147160148,3.8988468982304028,1.5851186843123917,1.662897799450161,8.731353917855067,-1.6473593006073834,2
-0.3748980442423715,4.690781412722018,5.177090555375587,0.1232920071221475,2.0444902513089587,1.7133515080892052,0.5023896178797389,2
1.092896302380864,3.817697946102704,1.4697869581582452,-0.5842208310686032,2.7947450276666923,4.136557992616401,2.3105166887481796,2
2.1485578180680465,0.3984417201629551,5.4985845265747715,-2.2286545547185357,0.4886344898309851,5.207199832875775,0.21548009303724125,2
0.5741650790283472,1.1835797178301597,3.957146865423243,2.111353461646858,3.587048446126368,3.4552125300802166,-4.553822401017503,1
4.101588604521991,-0.7437397123118461,5.010672813254874,2.3713104316888796,-2.3896991741972085,2.825025713568536,-2.611571193661412,1
5.756010217479615,1.5739544625384072,-0.09945846641987233,5.296987921052969,3.1048994104576617,-0.20151582463142304,0.1974074229770284,0
1.999970456534526,1.024355105379488,-3.1120777661052546,1.199589614939155,-0.5325915213256458,-1.011274083398239,2.1705939238585192,4
2.064088610202381,2.9716494439086336,-3.1853950754343163,2.6404090432398535,2.481396642766871,-1.0715820536489473,-0.13306733563067752,4
2.099372531310057,-0.4592922221193152,2.468295053338767,2.4887475641320145,-1.1118767210914096,-0.8363594462949027,-1.3043406271219353,1
